
2018-03-31 18:54:54,b'RT @EmiForLove: Hi friends\xe2\x99\xa1\nMany are preparing to travel and visit with family/friends during the spring break &amp; holiday season. Please be\xe2\x80\xa6'
2018-03-31 18:54:48,"b'RT @WebMD: Next time you eat out, hold the lemon: Nearly 70% of restaurant lemons examined had disease-causing microbes, including E. coli\xe2\x80\xa6'"
2018-03-31 18:54:34,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:54:22,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:54:21,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:54:11,b'@VeganOlive1 @Lilmissmeatfree @coopuk @popeyeuk1 You\xe2\x80\x99re doing the decent thing. I feel for you...it\xe2\x80\x99s a sacrifice.\xe2\x80\xa6 https://t.co/A2cAOzjnk6'
2018-03-31 18:54:11,"b""@COACHJOHNSON15 Im sick I don't think I can make it I came up with  a flu over the weekend and I still got it"""
2018-03-31 18:54:09,b'Death wish card game explaining why man flu is so fatal! https://t.co/ouVYcZaylP'
2018-03-31 18:53:36,b'RT @ONLYAVGEL: my kids won\xe2\x80\x99t be getting cough drops or flu shots they\xe2\x80\x99ll just get harry styles\xe2\x80\x99 unreleased masterpiece medicine on a loop u\xe2\x80\xa6'
2018-03-31 18:53:03,b'RT @kidpolothegreat: i told flvcko to ask pj something &amp; this fool said \xe2\x80\x9che got the flu i can\xe2\x80\x99t even facetime him i\xe2\x80\x99ll get sick\xe2\x80\x9d \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
